Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
22,2011-10-07,56.44,3.633,140.43475,7.706,False
22,2011-10-14,62.63,3.583,140.4784194,7.706,False
22,2011-10-21,59.3,3.618,140.4616048,7.706,False
22,2011-10-28,49.31,3.604,140.4447903,7.706,False
22,2011-11-04,42.81,3.586,140.4279758,7.706,False
22,2011-11-11,47.8,3.57,140.4111613,7.706,False
22,2011-11-18,50.62,3.571,140.4127857,7.706,False
22,2011-11-25,46.28,3.536,140.4217857,7.706,True
22,2011-12-02,49.11,3.501,140.4307857,7.706,False
22,2011-12-09,45.35,3.47,140.4397857,7.706,False
22,2011-12-16,39.11,3.445,140.4700795,7.706,False
22,2011-12-23,39.83,3.413,140.528765,7.706,False
22,2011-12-30,36.28,3.402,140.5874505,7.706,True
22,2012-01-06,34.61,3.439,140.6461359,7.503,False
22,2012-01-13,39.0,3.523,140.7048214,7.503,False
22,2012-01-20,29.16,3.542,140.8086118,7.503,False
22,2012-01-27,35.68,3.568,140.9124021,7.503,False
22,2012-02-03,40.58,3.633,141.0161924,7.503,False
22,2012-02-10,35.68,3.655,141.1199827,7.503,True
22,2012-02-17,36.25,3.703,141.2140357,7.503,False
22,2012-02-24,39.0,3.751,141.3007857,7.503,False
22,2012-03-02,37.47,3.827,141.3875357,7.503,False
22,2012-03-09,41.72,3.876,141.4742857,7.503,False
22,2012-03-16,46.06,3.867,141.55478,7.503,False
22,2012-03-23,54.68,3.889,141.6269332,7.503,False
22,2012-03-30,46.4,3.921,141.6990864,7.503,False
22,2012-04-06,46.38,3.957,141.7712396,7.671,False
22,2012-04-13,49.89,4.025,141.8433929,7.671,False
22,2012-04-20,58.81,4.046,141.9015262,7.671,False
22,2012-04-27,51.42,4.023,141.9596595,7.671,False
22,2012-05-04,50.75,3.991,142.0177929,7.671,False
22,2012-05-11,56.72,3.947,142.0759262,7.671,False
22,2012-05-18,61.9,3.899,142.0970115,7.671,False
22,2012-05-25,62.39,3.85,142.1032776,7.671,False
22,2012-06-01,70.01,3.798,142.1095438,7.671,False
22,2012-06-08,61.71,3.746,142.1158099,7.671,False
22,2012-06-15,66.56,3.683,142.1292548,7.671,False
22,2012-06-22,70.61,3.629,142.1606464,7.671,False
22,2012-06-29,70.99,3.577,142.1920381,7.671,False
22,2012-07-06,77.41,3.538,142.2234298,7.753,False
22,2012-07-13,75.81,3.561,142.2548214,7.753,False
22,2012-07-20,76.57,3.61,142.2337569,7.753,False
22,2012-07-27,73.52,3.701,142.2126924,7.753,False
22,2012-08-03,72.99,3.698,142.1916279,7.753,False
22,2012-08-10,76.74,3.772,142.1705634,7.753,False
22,2012-08-17,74.92,3.84,142.2157385,7.753,False
22,2012-08-24,70.42,3.874,142.3105933,7.753,False
22,2012-08-31,71.93,3.884,142.4054482,7.753,False
22,2012-09-07,73.3,3.921,142.500303,7.753,True
22,2012-09-14,66.42,3.988,142.5938833,7.753,False
22,2012-09-21,63.38,4.056,142.6798167,7.753,False
22,2012-09-28,62.17,4.018,142.76575,7.753,False
22,2012-10-05,62.09,4.027,142.8516833,7.543,False
22,2012-10-12,54.18,4.029,142.9376167,7.543,False
22,2012-10-19,55.28,4.0,142.8633629,7.543,False
22,2012-10-26,57.58,3.917,142.7624113,7.543,False
22,2012-11-02,54.55,3.817,142.6614597,7.543,False
22,2012-11-09,40.0,3.792,142.5605081,7.543,False
22,2012-11-16,45.84,3.754,142.4928071,7.543,False
22,2012-11-23,41.34,3.727,142.4694405,7.543,True
22,2012-11-30,37.89,3.713,142.4460738,7.543,False
22,2012-12-07,42.13,3.679,142.4227071,7.543,False
22,2012-12-14,42.31,3.639,142.411735,7.543,False
22,2012-12-21,41.52,3.574,142.4751302,7.543,False
22,2012-12-28,34.8,3.56,142.5385253,7.543,True
22,2013-01-04,29.43,3.577,142.6019205,7.328,False
22,2013-01-11,36.36,3.595,142.6653157,7.328,False
22,2013-01-18,38.95,3.593,142.7320173,7.328,False
22,2013-01-25,25.22,3.579,142.8000415,7.328,False
22,2013-02-01,32.63,3.608,142.8680657,7.328,False
22,2013-02-08,27.69,3.755,142.9360899,7.328,True
22,2013-02-15,32.73,3.807,142.9815995,7.328,False
22,2013-02-22,30.28,3.866,142.9708227,7.328,False
22,2013-03-01,38.37,3.885,142.9600459,7.328,False
22,2013-03-08,35.39,3.868,142.9492691,7.328,False
22,2013-03-15,39.87,3.843,142.9601382,7.328,False
22,2013-03-22,33.55,3.819,143.0251221,7.328,False
22,2013-03-29,40.87,3.796,143.090106,7.328,False
22,2013-04-05,41.85,3.772,143.1550899,7.176,False
22,2013-04-12,49.5,3.723,143.2200737,7.176,False
22,2013-04-19,50.31,3.678,143.2200737,7.176,False
22,2013-04-26,48.72,3.626,143.2200737,7.176,False
23,2010-02-05,15.25,2.788,131.5279032,5.892,False
23,2010-02-12,18.75,2.771,131.5866129,5.892,True
23,2010-02-19,26.7,2.747,131.637,5.892,False
23,2010-02-26,32.68,2.753,131.686,5.892,False
23,2010-03-05,33.15,2.766,131.735,5.892,False
23,2010-03-12,36.07,2.805,131.784,5.892,False
23,2010-03-19,43.01,2.834,131.8242903,5.892,False
23,2010-03-26,38.59,2.831,131.863129,5.892,False
23,2010-04-02,40.5,2.826,131.9019677,5.435,False
23,2010-04-09,56.82,2.849,131.9408065,5.435,False
23,2010-04-16,44.25,2.885,131.9809,5.435,False
23,2010-04-23,46.4,2.895,132.0226667,5.435,False
23,2010-04-30,45.47,2.935,132.0644333,5.435,False
23,2010-05-07,61.04,2.981,132.1062,5.435,False
23,2010-05-14,45.33,2.983,132.152129,5.435,False
23,2010-05-21,57.94,2.961,132.2230323,5.435,False
23,2010-05-28,69.26,2.906,132.2939355,5.435,False
23,2010-06-04,64.94,2.857,132.3648387,5.435,False
23,2010-06-11,58.35,2.83,132.4357419,5.435,False
23,2010-06-18,60.29,2.805,132.4733333,5.435,False
23,2010-06-25,69.83,2.81,132.4976,5.435,False
23,2010-07-02,64.76,2.815,132.5218667,5.326,False
23,2010-07-09,77.16,2.806,132.5461333,5.326,False
23,2010-07-16,73.94,2.796,132.5667742,5.326,False
23,2010-07-23,70.2,2.784,132.5825806,5.326,False
23,2010-07-30,69.71,2.792,132.5983871,5.326,False
23,2010-08-06,70.03,2.792,132.6141935,5.326,False
23,2010-08-13,67.43,2.81,132.63,5.326,False
23,2010-08-20,68.65,2.796,132.6616129,5.326,False
23,2010-08-27,63.25,2.77,132.6932258,5.326,False
23,2010-09-03,72.91,2.735,132.7248387,5.326,False
23,2010-09-10,63.21,2.717,132.7564516,5.326,True
23,2010-09-17,55.3,2.716,132.7670667,5.326,False
23,2010-09-24,57.75,2.718,132.7619333,5.326,False
23,2010-10-01,62.07,2.717,132.7568,5.287,False
23,2010-10-08,50.75,2.776,132.7516667,5.287,False
23,2010-10-15,45.55,2.878,132.7633548,5.287,False
23,2010-10-22,43.19,2.919,132.8170968,5.287,False
23,2010-10-29,48.68,2.938,132.8708387,5.287,False
23,2010-11-05,36.6,2.938,132.9245806,5.287,False
23,2010-11-12,35.59,2.961,132.9783226,5.287,False
23,2010-11-19,41.66,3.03,132.9172,5.287,False
23,2010-11-26,34.95,3.07,132.8369333,5.287,True
23,2010-12-03,34.3,3.065,132.7566667,5.287,False
23,2010-12-10,20.12,3.132,132.6764,5.287,False
23,2010-12-17,23.05,3.139,132.6804516,5.287,False
23,2010-12-24,22.96,3.15,132.7477419,5.287,False
23,2010-12-31,19.05,3.177,132.8150323,5.287,True
23,2011-01-07,27.81,3.193,132.8823226,5.114,False
23,2011-01-14,18.2,3.215,132.9510645,5.114,False
23,2011-01-21,15.58,3.232,133.0285161,5.114,False
23,2011-01-28,10.91,3.243,133.1059677,5.114,False
23,2011-02-04,14.5,3.24,133.1834194,5.114,False
23,2011-02-11,21.52,3.255,133.260871,5.114,True
23,2011-02-18,26.6,3.263,133.3701429,5.114,False
23,2011-02-25,17.0,3.281,133.4921429,5.114,False
23,2011-03-04,20.67,3.437,133.6141429,5.114,False
23,2011-03-11,29.36,3.6,133.7361429,5.114,False
23,2011-03-18,37.28,3.634,133.8492258,5.114,False
23,2011-03-25,29.11,3.624,133.9587419,5.114,False
23,2011-04-01,29.44,3.638,134.0682581,4.781,False
23,2011-04-08,36.74,3.72,134.1777742,4.781,False
23,2011-04-15,45.51,3.823,134.2784667,4.781,False
23,2011-04-22,39.62,3.919,134.3571,4.781,False
23,2011-04-29,54.2,3.988,134.4357333,4.781,False
23,2011-05-06,50.07,4.078,134.5143667,4.781,False
23,2011-05-13,55.12,4.095,134.593,4.781,False
23,2011-05-20,56.67,4.101,134.6803871,4.781,False
23,2011-05-27,63.27,4.034,134.7677742,4.781,False
23,2011-06-03,67.21,3.973,134.8551613,4.781,False
23,2011-06-10,65.23,3.924,134.9425484,4.781,False
23,2011-06-17,61.06,3.873,135.0837333,4.781,False
23,2011-06-24,63.8,3.851,135.2652667,4.781,False
23,2011-07-01,65.65,3.815,135.4468,4.584,False
23,2011-07-08,69.92,3.784,135.6283333,4.584,False
23,2011-07-15,69.8,3.827,135.7837419,4.584,False
23,2011-07-22,76.74,3.882,135.8738387,4.584,False
23,2011-07-29,69.55,3.898,135.9639355,4.584,False
23,2011-08-05,69.53,3.903,136.0540323,4.584,False
23,2011-08-12,69.86,3.88,136.144129,4.584,False
23,2011-08-19,67.09,3.82,136.183129,4.584,False
23,2011-08-26,67.04,3.796,136.2136129,4.584,False
23,2011-09-02,65.33,3.784,136.2440968,4.584,False
23,2011-09-09,66.04,3.809,136.2745806,4.584,True
23,2011-09-16,60.52,3.809,136.3145,4.584,False
23,2011-09-23,57.14,3.758,136.367,4.584,False
23,2011-09-30,64.76,3.684,136.4195,4.584,False
23,2011-10-07,49.0,3.633,136.472,4.42,False
23,2011-10-14,56.79,3.583,136.5150968,4.42,False
23,2011-10-21,52.12,3.618,136.5017742,4.42,False
23,2011-10-28,42.57,3.604,136.4884516,4.42,False
23,2011-11-04,39.18,3.586,136.475129,4.42,False
23,2011-11-11,44.04,3.57,136.4618065,4.42,False
23,2011-11-18,45.48,3.571,136.4666667,4.42,False
23,2011-11-25,35.23,3.536,136.4788,4.42,True
23,2011-12-02,43.6,3.501,136.4909333,4.42,False
23,2011-12-09,36.4,3.47,136.5030667,4.42,False
23,2011-12-16,32.99,3.445,136.5335161,4.42,False
23,2011-12-23,27.8,3.413,136.5883871,4.42,False
23,2011-12-30,22.3,3.402,136.6432581,4.42,True
23,2012-01-06,24.29,3.439,136.698129,4.261,False
23,2012-01-13,28.49,3.523,136.753,4.261,False
23,2012-01-20,15.33,3.542,136.8564194,4.261,False
23,2012-01-27,25.71,3.568,136.9598387,4.261,False
23,2012-02-03,29.71,3.633,137.0632581,4.261,False
23,2012-02-10,26.6,3.655,137.1666774,4.261,True
23,2012-02-17,27.01,3.703,137.2583103,4.261,False
23,2012-02-24,31.12,3.751,137.3411034,4.261,False
23,2012-03-02,25.91,3.827,137.4238966,4.261,False
23,2012-03-09,33.11,3.876,137.5066897,4.261,False
23,2012-03-16,41.19,3.867,137.5843871,4.261,False
23,2012-03-23,57.82,3.889,137.6552903,4.261,False
23,2012-03-30,36.71,3.921,137.7261935,4.261,False
23,2012-04-06,37.43,3.957,137.7970968,4.125,False
23,2012-04-13,41.81,4.025,137.868,4.125,False
23,2012-04-20,56.55,4.046,137.9230667,4.125,False
23,2012-04-27,44.62,4.023,137.9781333,4.125,False
23,2012-05-04,45.88,3.991,138.0332,4.125,False
23,2012-05-11,52.9,3.947,138.0882667,4.125,False
23,2012-05-18,58.42,3.899,138.1065806,4.125,False
23,2012-05-25,66.43,3.85,138.1101935,4.125,False
23,2012-06-01,66.22,3.798,138.1138065,4.125,False
23,2012-06-08,56.82,3.746,138.1174194,4.125,False
23,2012-06-15,64.73,3.683,138.1295333,4.125,False
23,2012-06-22,71.82,3.629,138.1629,4.125,False
23,2012-06-29,64.23,3.577,138.1962667,4.125,False
23,2012-07-06,70.86,3.538,138.2296333,4.156,False
23,2012-07-13,69.19,3.561,138.263,4.156,False
23,2012-07-20,71.13,3.61,138.2331935,4.156,False
23,2012-07-27,69.31,3.701,138.2033871,4.156,False
23,2012-08-03,71.51,3.698,138.1735806,4.156,False
23,2012-08-10,71.12,3.772,138.1437742,4.156,False
23,2012-08-17,69.97,3.84,138.1857097,4.156,False
23,2012-08-24,64.63,3.874,138.2814516,4.156,False
23,2012-08-31,68.34,3.884,138.3771935,4.156,False
23,2012-09-07,66.74,3.921,138.4729355,4.156,True
23,2012-09-14,61.37,3.988,138.5673,4.156,False
23,2012-09-21,56.8,4.056,138.6534,4.156,False
23,2012-09-28,53.71,4.018,138.7395,4.156,False
23,2012-10-05,56.65,4.027,138.8256,4.145,False
23,2012-10-12,48.1,4.029,138.9117,4.145,False
23,2012-10-19,47.89,4.0,138.8336129,4.145,False
23,2012-10-26,50.56,3.917,138.7281613,4.145,False
23,2012-11-02,51.88,3.817,138.6227097,4.145,False
23,2012-11-09,33.21,3.792,138.5172581,4.145,False
23,2012-11-16,39.49,3.754,138.4473,4.145,False
23,2012-11-23,33.44,3.727,138.4246667,4.145,True
23,2012-11-30,28.25,3.713,138.4020333,4.145,False
23,2012-12-07,35.02,3.679,138.3794,4.145,False
23,2012-12-14,33.4,3.639,138.3685484,4.145,False
23,2012-12-21,31.44,3.574,138.4283871,4.145,False
23,2012-12-28,22.04,3.56,138.4882258,4.145,True
23,2013-01-04,12.27,3.577,138.5480645,3.932,False
23,2013-01-11,26.3,3.595,138.6079032,3.932,False
23,2013-01-18,30.33,3.593,138.6701613,3.932,False
23,2013-01-25,12.05,3.579,138.7333871,3.932,False
23,2013-02-01,22.1,3.608,138.7966129,3.932,False
23,2013-02-08,14.94,3.755,138.8598387,3.932,True
23,2013-02-15,25.39,3.807,138.9004286,3.932,False
23,2013-02-22,20.86,3.866,138.8844286,3.932,False
23,2013-03-01,32.68,3.885,138.8684286,3.932,False
23,2013-03-08,28.49,3.868,138.8524286,3.932,False
23,2013-03-15,34.45,3.843,138.8597742,3.932,False
23,2013-03-22,23.83,3.819,138.9254839,3.932,False
23,2013-03-29,34.55,3.796,138.9911935,3.932,False
23,2013-04-05,35.96,3.772,139.0569032,3.684,False
23,2013-04-12,39.54,3.723,139.1226129,3.684,False
23,2013-04-19,46.36,3.678,139.1226129,3.684,False
23,2013-04-26,44.03,3.626,139.1226129,3.684,False
24,2010-02-05,22.43,2.954,131.5279032,8.326,False
24,2010-02-12,25.94,2.94,131.5866129,8.326,True
24,2010-02-19,31.05,2.909,131.637,8.326,False
24,2010-02-26,33.98,2.91,131.686,8.326,False
24,2010-03-05,36.73,2.919,131.735,8.326,False
24,2010-03-12,42.31,2.938,131.784,8.326,False
24,2010-03-19,46.09,2.96,131.8242903,8.326,False
24,2010-03-26,48.87,2.963,131.863129,8.326,False
24,2010-04-02,45.22,2.957,131.9019677,8.211,False
24,2010-04-09,62.06,2.992,131.9408065,8.211,False
24,2010-04-16,51.08,3.01,131.9809,8.211,False
24,2010-04-23,51.07,3.021,132.0226667,8.211,False
24,2010-04-30,51.48,3.042,132.0644333,8.211,False
24,2010-05-07,66.65,3.095,132.1062,8.211,False
24,2010-05-14,51.31,3.112,132.152129,8.211,False
24,2010-05-21,60.44,3.096,132.2230323,8.211,False
24,2010-05-28,69.59,3.046,132.2939355,8.211,False
24,2010-06-04,71.99,3.006,132.3648387,8.211,False
24,2010-06-11,64.84,2.972,132.4357419,8.211,False
24,2010-06-18,67.17,2.942,132.4733333,8.211,False
24,2010-06-25,74.9,2.958,132.4976,8.211,False
24,2010-07-02,71.12,2.958,132.5218667,8.117,False
24,2010-07-09,79.05,2.94,132.5461333,8.117,False
24,2010-07-16,76.56,2.933,132.5667742,8.117,False
24,2010-07-23,75.27,2.924,132.5825806,8.117,False
24,2010-07-30,75.91,2.932,132.5983871,8.117,False
24,2010-08-06,74.54,2.942,132.6141935,8.117,False
24,2010-08-13,74.17,2.923,132.63,8.117,False
24,2010-08-20,72.17,2.913,132.6616129,8.117,False
24,2010-08-27,67.0,2.885,132.6932258,8.117,False
24,2010-09-03,73.52,2.86,132.7248387,8.117,False
24,2010-09-10,67.11,2.837,132.7564516,8.117,True
24,2010-09-17,60.31,2.846,132.7670667,8.117,False
24,2010-09-24,64.3,2.837,132.7619333,8.117,False
24,2010-10-01,66.88,2.84,132.7568,8.275,False
24,2010-10-08,54.82,2.903,132.7516667,8.275,False
24,2010-10-15,52.83,2.999,132.7633548,8.275,False
24,2010-10-22,48.69,3.049,132.8170968,8.275,False
24,2010-10-29,57.29,3.055,132.8708387,8.275,False
24,2010-11-05,42.2,3.049,132.9245806,8.275,False
24,2010-11-12,41.76,3.065,132.9783226,8.275,False
24,2010-11-19,45.63,3.138,132.9172,8.275,False
24,2010-11-26,41.92,3.186,132.8369333,8.275,True
24,2010-12-03,37.08,3.2,132.7566667,8.275,False
24,2010-12-10,27.11,3.255,132.6764,8.275,False
24,2010-12-17,27.99,3.301,132.6804516,8.275,False
24,2010-12-24,27.74,3.309,132.7477419,8.275,False
24,2010-12-31,25.9,3.336,132.8150323,8.275,True
24,2011-01-07,30.72,3.351,132.8823226,8.252,False
24,2011-01-14,22.41,3.367,132.9510645,8.252,False
24,2011-01-21,23.69,3.391,133.0285161,8.252,False
24,2011-01-28,17.91,3.402,133.1059677,8.252,False
24,2011-02-04,23.83,3.4,133.1834194,8.252,False
24,2011-02-11,26.51,3.416,133.260871,8.252,True
24,2011-02-18,34.04,3.42,133.3701429,8.252,False
24,2011-02-25,26.09,3.452,133.4921429,8.252,False
24,2011-03-04,31.36,3.605,133.6141429,8.252,False
24,2011-03-11,39.51,3.752,133.7361429,8.252,False
24,2011-03-18,43.39,3.796,133.8492258,8.252,False
24,2011-03-25,36.88,3.789,133.9587419,8.252,False
24,2011-04-01,35.73,3.811,134.0682581,8.212,False
24,2011-04-08,44.7,3.895,134.1777742,8.212,False
24,2011-04-15,52.36,3.981,134.2784667,8.212,False
24,2011-04-22,46.0,4.061,134.3571,8.212,False
24,2011-04-29,60.48,4.117,134.4357333,8.212,False
24,2011-05-06,55.75,4.192,134.5143667,8.212,False
24,2011-05-13,58.49,4.211,134.593,8.212,False
24,2011-05-20,59.84,4.202,134.6803871,8.212,False
24,2011-05-27,65.74,4.134,134.7677742,8.212,False
24,2011-06-03,73.12,4.069,134.8551613,8.212,False
24,2011-06-10,70.02,4.025,134.9425484,8.212,False
24,2011-06-17,64.34,3.989,135.0837333,8.212,False
24,2011-06-24,68.88,3.964,135.2652667,8.212,False
24,2011-07-01,70.27,3.916,135.4468,8.358,False
24,2011-07-08,72.56,3.886,135.6283333,8.358,False
24,2011-07-15,74.43,3.915,135.7837419,8.358,False
24,2011-07-22,79.29,3.972,135.8738387,8.358,False
24,2011-07-29,74.84,4.004,135.9639355,8.358,False
24,2011-08-05,74.64,4.02,136.0540323,8.358,False
24,2011-08-12,72.52,3.995,136.144129,8.358,False
24,2011-08-19,69.93,3.942,136.183129,8.358,False
24,2011-08-26,69.94,3.906,136.2136129,8.358,False
24,2011-09-02,68.14,3.879,136.2440968,8.358,False
24,2011-09-09,68.32,3.93,136.2745806,8.358,True
24,2011-09-16,65.56,3.937,136.3145,8.358,False
24,2011-09-23,60.61,3.899,136.367,8.358,False
24,2011-09-30,68.0,3.858,136.4195,8.358,False
24,2011-10-07,53.87,3.775,136.472,8.454,False
24,2011-10-14,60.21,3.744,136.5150968,8.454,False
24,2011-10-21,56.6,3.757,136.5017742,8.454,False
24,2011-10-28,48.0,3.757,136.4884516,8.454,False
24,2011-11-04,39.87,3.738,136.475129,8.454,False
24,2011-11-11,46.78,3.719,136.4618065,8.454,False
24,2011-11-18,48.17,3.717,136.4666667,8.454,False
24,2011-11-25,41.83,3.689,136.4788,8.454,True
24,2011-12-02,47.21,3.666,136.4909333,8.454,False
24,2011-12-09,42.3,3.627,136.5030667,8.454,False
