SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerId,SalesPersonId,TerritoryID,BillToAddressID,ShipToAddressID,CreditCardId,CreditCardApprovalCode,CurrencyRateID,Subtotal,TaxAmt,Freight,Comment,rowguid,ModifiedDate
45281,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45281,PO16849114209,10-4020-000198,29554,275,3,776,776,5,55428Vi8604,NULL,1713.7118,164.5163,51.4114,NULL,9196B5C9-CF8A-436D-A716-A2A0D44614E9,08/01/2012
45282,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45282,PO17313168713,10-4020-000389,29680,282,6,509,509,5,55446Vi93678,2737,8156.376,782.9057,244.658,NULL,78FB8484-1176-4DAF-B6AB-06CE77B61628,08/01/2012
45283,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45283,PO16646111452,10-4020-000001,29773,280,1,832,832,5,105493Vi99678,NULL,28395.2187,2725.295,851.6547,NULL,F57AB920-675E-4B1D-B43C-8EA091CF6F38,08/01/2012
45284,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45284,PO16733112744,10-4020-000533,30074,282,6,534,534,5,45518Vi94762,2737,30015.7829,2881.4668,900.4584,NULL,3B279133-F05F-49B6-9004-8B2EC6D12679,08/01/2012
45285,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45285,PO16791139915,10-4020-000036,29961,275,2,758,758,5,35524Vi17259,NULL,14919.3015,1433.2047,447.8765,NULL,2192C665-51B1-4571-BEB0-F9248B09E4FC,08/01/2012
45286,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45286,PO16762133534,10-4020-000259,29865,276,4,1032,1032,5,85590Vi61174,NULL,3846.8825,369.3007,115.4065,NULL,E3BC347C-3741-49D8-8DE8-9DB77FDBEEB3,08/01/2012
45287,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45287,PO15747122043,10-4020-000471,29764,277,4,611,611,5,65607Vi60618,NULL,419.4589,40.2681,12.5838,NULL,81BD0B09-89A4-4BCF-94B1-CADA1BD20D3C,08/01/2012
45288,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45288,PO16327170541,10-4020-000584,29749,279,5,974,974,5,45613Vi34749,NULL,29754.1861,2855.5011,892.3441,NULL,9FEFF75B-F575-4850-A51C-A69743463310,08/01/2012
45289,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45289,PO16211190433,10-4020-000099,29945,279,5,919,919,5,55619Vi35295,NULL,39750.1207,3829.7954,1196.8111,NULL,74BDF57A-5F7E-4119-9A25-065826B2E996,08/01/2012
45290,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45290,PO16037118184,10-4020-000384,30056,276,4,1052,1052,5,45629Vi9831,NULL,33469.9041,3220.9473,1006.546,NULL,72794711-99D8-4398-8C96-9CA39AA33B81,08/01/2012
45291,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45291,PO15689110696,10-4020-000328,30117,277,4,596,596,5,45667Vi24257,NULL,54553.8443,5236.5823,1636.432,NULL,80011BA8-8ED9-4FAD-9DF9-BD8B64B31BA9,08/01/2012
45292,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45292,PO14993121765,10-4020-000696,29728,281,1,1103,1103,5,45711Vi46703,NULL,28.8404,2.4995,0.7811,NULL,C4AA882D-5BA3-48EA-BBE6-2AC9A87DEA03,08/01/2012
45293,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45293,PO14848112071,10-4020-000478,30042,282,6,523,523,5,85770Vi54777,2737,1677.8356,161.0722,50.3351,NULL,6991469A-2434-409E-9C42-33C71440D552,08/01/2012
45294,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45294,PO14500175708,10-4020-000650,30107,276,1,1099,1099,5,45830Vi33152,NULL,34284.3135,3301.3992,1031.6872,NULL,4D0A089C-C5C6-4293-B607-E1E087143BAF,08/01/2012
45295,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45295,PO14529163242,10-4020-000289,29571,280,1,864,864,5,55831Vi74455,NULL,16297.752,1564.3714,488.8661,NULL,8E2CA957-2771-4298-9A4C-0A0FA689B969,08/01/2012
45296,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45296,PO14471199142,10-4020-000145,29582,280,1,848,848,5,45871Vi6925,NULL,24242.8711,2334.1531,729.4228,NULL,439AE393-C2F4-4C24-892F-F36A26F20445,08/01/2012
45297,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45297,PO14326121383,10-4020-000107,29675,275,2,765,765,5,55887Vi95160,NULL,6435.3883,617.7973,193.0617,NULL,92990760-2E55-4C5B-B093-2A3A82BDC281,08/01/2012
45298,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45298,PO13572147445,10-4020-000527,30076,281,3,1076,1076,5,75991Vi25927,NULL,15825.9667,1519.2444,474.7639,NULL,31209D84-96C1-48E6-AE16-23DD798A378A,08/01/2012
45299,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45299,PO12557162961,10-4020-000240,30100,276,4,1028,1028,5,66108Vi17744,NULL,20432.4422,1960.3524,612.6101,NULL,AC6C0C9A-40A4-4F89-BC76-715F78CF2AA7,08/01/2012
45300,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45300,PO12586158748,10-4020-000278,29624,279,5,938,30,5,116118Vi1051,NULL,89704.272,8621.6389,2694.2622,NULL,E6913DDA-4CCA-480D-B430-BC61D62BFCF1,08/01/2012
45301,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45301,PO12499190711,10-4020-000078,29703,276,4,1001,1001,5,96185Vi78070,NULL,26592.0719,2554.6464,798.327,NULL,2EB84346-5FEA-4113-94DA-7F003B85729B,08/01/2012
45302,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45302,PO12006146340,10-4020-000270,30091,275,2,784,784,5,66216Vi31256,NULL,22217.4964,2132.8797,666.5249,NULL,A52EEA7B-2D10-4FDC-82E7-F232711183F6,08/01/2012
45303,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45303,PO11919121030,10-4020-000073,29925,280,1,840,840,5,56217Vi27980,NULL,20405.6746,1957.7712,611.8035,NULL,42FE21BC-79AC-44CE-AEB9-AEC19309498C,08/01/2012
45304,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45304,PO11716116877,10-4020-000144,29664,275,2,770,770,5,46235Vi37199,NULL,20324.94,1951.1942,609.7482,NULL,2681BE4C-6A5D-45C3-8E4F-F67588125B83,08/01/2012
45305,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45305,PO11600132440,10-4020-000569,29510,282,6,540,540,5,26246Vi76327,2737,22912.7325,2194.5119,685.785,NULL,23ABE5CE-75CB-46E1-8133-6B77E8E3A2EB,08/01/2012
45306,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45306,PO11020195551,10-4020-000336,29789,278,6,501,501,5,126349Vi95120,2737,6112.4089,588.2628,183.8321,NULL,8C34839F-C3F2-4802-AAE7-23A683C3D8F6,08/01/2012
45307,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45307,PO10759149389,10-4020-000346,30111,277,3,598,598,5,56375Vi2945,NULL,28547.1025,2739.6669,856.1459,NULL,530EC29E-3D1E-449B-B33B-C60DE5A1B33A,08/01/2012
45308,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45308,PO10440184078,10-4020-000623,29861,277,3,628,11382,5,96432Vi86292,NULL,85994.8887,8279.2688,2587.2715,NULL,D44F8405-72A8-4AFB-8010-2628E360CF74,08/01/2012
45309,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45309,PO10121162847,10-4020-000684,29724,275,2,829,829,5,76459Vi31838,NULL,11924.1917,1149.0641,359.0825,NULL,A44E08DB-F672-4722-9DD1-160F03A112C1,08/01/2012
45310,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45310,PO10469159835,10-4020-000335,29558,282,6,500,500,5,66466Vi58190,2737,14219.958,1365.116,426.5987,NULL,E30BA8B0-89DB-4063-8D79-7428A175FDC2,08/01/2012
45311,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45311,PO609120236,10-4020-000492,29757,276,4,1070,1070,5,66553Vi68706,NULL,18296.346,1756.3428,548.8571,NULL,6D7E8728-30D1-4134-9032-C01762B92CBF,08/01/2012
45312,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45312,PO1276154927,10-4020-000548,29493,279,5,970,970,5,106649Vi48861,NULL,2345.7293,225.3432,70.4198,NULL,94A23F0B-8F10-48EA-B6CE-D7DC71EED203,08/01/2012
45313,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45313,PO1827151513,10-4020-000317,29698,282,6,497,497,5,76709Vi60734,2737,16789.0543,1612.668,503.9587,NULL,32693AC1-049F-42C8-91B7-061B73AE3F32,08/01/2012
45314,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45314,PO2088183646,10-4020-000136,29794,282,6,466,466,5,96762Vi62574,2737,15022.5209,1446.9949,452.1859,NULL,190997A5-19D2-40E7-B3A1-7200F3AD0C51,08/01/2012
45315,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45315,PO2146148184,10-4020-000354,29515,278,6,504,504,5,66767Vi73564,2737,51062.3928,4924.1912,1538.8098,NULL,9D87DF74-50B5-4C44-86F2-A356EAFEB7BA,08/01/2012
45316,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45316,PO2175190522,10-4020-000137,29541,282,6,467,467,5,66774Vi70824,2737,2024.994,194.3994,60.7498,NULL,5D98305C-1648-49B7-8437-9D121315030F,08/01/2012
45317,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45317,PO2523164373,10-4020-000167,29716,274,4,1015,1015,5,26819Vi69778,NULL,61206.4782,5875.6283,1836.1339,NULL,1D24D44D-2106-42B3-831B-06237F8DCEE7,08/01/2012
45318,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45318,PO2900174093,10-4020-000469,29742,280,1,884,884,5,16882Vi56787,NULL,29962.7965,2885.9008,901.844,NULL,40BE84F7-6922-482F-A1DD-236150E7ED1B,08/01/2012
45319,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45319,PO2726180495,10-4020-000029,29807,282,6,449,449,5,36891Vi69277,2737,14234.958,1366.556,427.0487,NULL,6A13BF19-05F7-4DCF-AAED-DF4EDDD8CE76,08/01/2012
45320,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45320,PO2958131179,10-4020-000559,30004,280,1,892,892,5,46900Vi25430,NULL,10192.77,978.2931,305.7166,NULL,5BE8A625-D865-4450-9723-3BC9D30DB011,08/01/2012
45321,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45321,PO3799119166,10-4020-000312,29522,276,4,1040,1040,5,68016Vi92659,NULL,61189.0793,5872.4749,1835.1484,NULL,08AD15D4-2CFF-40C0-A4C3-FD82EE986303,08/01/2012
45322,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45322,PO3857182032,10-4020-000256,29866,277,4,588,588,5,128046Vi46347,NULL,13637.942,1309.2425,409.1383,NULL,A9381BB8-20C4-4514-A16A-08930721B35D,08/01/2012
45323,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45323,PO4901118407,10-4020-000084,29705,278,6,459,459,5,48137Vi33489,2737,38693.8697,3711.374,1159.8044,NULL,816892FB-C54D-4519-BD31-2FE8A19ED8D3,08/01/2012
45324,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45324,PO4698119601,10-4020-000528,30012,276,4,1077,1077,5,78154Vi60210,NULL,838.9178,80.5361,25.1675,NULL,031C97CE-9276-421E-9416-A645992CCA5F,08/01/2012
45325,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45325,PO4553175399,10-4020-000313,30022,276,4,1041,1041,5,78157Vi95532,NULL,2588.5058,248.4966,77.6552,NULL,54FA142C-4570-4460-A8BD-E4C57A48C016,08/01/2012
45326,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45326,PO5191186622,10-4020-000364,29906,277,3,600,600,5,128176Vi38744,NULL,22730.7926,2182.1561,681.9238,NULL,B2CEF14C-8285-47C3-8FBD-B955740681BC,08/01/2012
45327,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45327,PO5568111446,10-4020-000422,29880,279,5,954,954,5,78196Vi44710,NULL,12176.364,1168.8245,365.2577,NULL,2B555408-A001-415C-8461-838C2902EC50,08/01/2012
45328,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45328,PO5684113284,10-4020-000385,29901,276,4,1053,1053,5,18281Vi51318,NULL,63241.9485,6069.1071,1896.596,NULL,B9E2BA83-B3BF-42BE-B9DB-C71A10274E7D,08/01/2012
45329,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45329,PO5858128971,10-4020-000566,29507,279,5,972,972,5,48294Vi68229,NULL,61800.9921,5940.8882,1856.5276,NULL,3DA77C75-81DF-4FC1-9DD9-A037386CF5CC,08/01/2012
45330,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45330,PO5800111159,10-4020-000063,29968,279,5,915,915,5,78298Vi69516,NULL,69.0808,5.987,1.8709,NULL,3AFD207E-68EE-4B3E-8C10-F959A5FAAE30,08/01/2012
45331,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45331,PO6293165974,10-4020-000612,29846,279,5,979,979,5,128305Vi52839,NULL,20148.682,1933.9505,604.3595,NULL,1CF2DA1E-8F61-4F1B-AC3A-64AE33D2FAA7,08/01/2012
45332,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45332,PO6351110306,10-4020-000255,30095,277,4,587,587,5,108331Vi67850,NULL,27877.4257,2676.2329,836.3228,NULL,A14FFB62-B775-4862-88C1-AD86F47D0661,08/01/2012
45333,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45333,PO6670131417,10-4020-000432,29731,275,2,802,802,5,108352Vi848,NULL,4223.1928,406.3932,126.9979,NULL,7B01B581-BDA6-40FC-86C0-D9C5554B9347,08/01/2012
45334,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45334,PO6438146078,10-4020-000309,29523,277,4,593,593,5,48358Vi79183,NULL,51137.4115,4906.9384,1533.4183,NULL,0F0F5EF0-23E7-4823-A6B7-5C4E988AD82A,08/01/2012
45335,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45335,PO6641155631,10-4020-000342,29791,275,2,792,792,5,68395Vi25408,NULL,14048.0598,1345.4767,420.4615,NULL,F6B9C942-01F5-43F0-ACEA-80B2A1ABAFB9,08/01/2012
45336,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45336,PO7221197705,10-4020-000326,29787,283,1,869,869,5,98446Vi61077,NULL,27311.6264,2629.4221,821.6944,NULL,764C39C3-C42F-416D-9EDE-C232E3AC3BF3,08/01/2012
45337,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45337,PO7598166612,10-4020-000045,29963,279,5,913,913,5,68450Vi41999,NULL,17669.0304,1699.6176,531.1305,NULL,E3367146-F2F5-40CE-AEAC-5F200C8C32DA,08/01/2012
45338,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45338,PO7627114520,10-4020-000433,29617,280,1,880,880,5,108475Vi53004,NULL,57142.9416,5485.7224,1714.2883,NULL,F12CCDF1-DA7C-45F1-9240-070E05DE8DE1,08/01/2012
45339,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45339,PO7656113434,10-4020-000403,29853,276,4,1056,1056,5,108500Vi62954,NULL,27763.7953,2665.7893,833.0592,NULL,DD7B1409-349E-4EBC-9A90-2CC7946CA05C,08/01/2012
45340,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45340,PO7714194147,10-4020-000495,29756,279,5,963,963,5,28521Vi14371,NULL,2552.6296,245.0524,76.5789,NULL,A5C1672E-032A-4983-BCE6-1CC8FE58B6C9,08/01/2012
45341,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45341,PO7830178569,10-4020-000040,29774,277,4,564,564,5,28546Vi81672,NULL,34738.7355,3333.7554,1041.7986,NULL,E3F4AE7D-8AD9-4620-BB6F-16F2D1D50A6C,08/01/2012
45342,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45342,PO7917111421,10-4020-000401,29521,281,1,1054,1054,5,78564Vi8518,NULL,63037.614,6051.3981,1891.0619,NULL,12C381ED-C39E-492E-92A4-D8B9ADE86301,08/01/2012
45343,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45343,PO8874137222,10-4020-000348,29511,276,3,1046,1046,5,18630Vi32553,NULL,20979.3465,2022.8296,632.1342,NULL,AB3C9392-5E11-4E5F-8E25-E17B76691DE6,08/01/2012
45344,8,01/01/2012,13/01/2012,08/01/2012,5,0,SO45344,PO8816179390,10-4020-000218,29885,283,1,857,857,5,108701Vi12864,NULL,58114.5796,5577.1425,1742.857,NULL,DF317CD8-338C-401F-A7ED-27AD00DEFAB7,08/01/2012
45345,8,01/01/2012,13/01/2012,08/01/2012,5,1,SO45345,NULL,10-4030-015048,15048,NULL,10,12718,12718,1,630860Vi71914,2740,3578.27,286.2616,89.4568,NULL,CADBB419-7F67-4E17-8C2D-39421C4444B2,08/01/2012
45346,8,01/01/2012,13/01/2012,08/01/2012,5,1,SO45346,NULL,10-4030-028648,28648,NULL,6,27596,27596,1,832572Vi98304,NULL,3578.27,286.2616,89.4568,NULL,52E80A8A-92F4-40D1-B5C0-F464FEA91FAB,08/01/2012
45347,8,01/01/2012,13/01/2012,08/01/2012,5,1,SO45347,NULL,10-4030-014733,14733,NULL,4,16530,16530,1,133729Vi76858,NULL,699.0982,55.9279,17.4775,NULL,7EF2C754-0691-4B3D-82A5-783C6755ADEB,08/01/2012
45348,8,01/01/2012,13/01/2012,08/01/2012,5,1,SO45348,NULL,10-4030-019562,19562,NULL,9,26558,26558,1,134300Vi71660,2735,3578.27,286.2616,89.4568,NULL,76BD63D5-4793-41DF-BCF1-55D6A5545CD3,08/01/2012
45349,8,01/01/2012,13/01/2012,08/01/2012,5,1,SO45349,NULL,10-4030-019568,19568,NULL,9,26897,26897,1,334303Vi93206,2735,3578.27,286.2616,89.4568,NULL,3F6991B1-2674-497E-A587-9F9E0E79EC5C,08/01/2012
45350,8,01/01/2012,13/01/2012,08/01/2012,5,1,SO45350,NULL,10-4030-019613,19613,NULL,9,20287,20287,1,234322Vi41041,2735,3578.27,286.2616,89.4568,NULL,811DCD15-1931-4B2E-9962-6F6A122277E3,08/01/2012
45351,8,02/01/2012,14/01/2012,09/01/2012,5,1,SO45351,NULL,10-4030-012520,12520,NULL,7,13348,13348,1,330870Vi34815,NULL,3578.27,286.2616,89.4568,NULL,36AEE2BA-EFE1-4AF8-B1B0-C280944E2C82,09/01/2012
45352,8,02/01/2012,14/01/2012,09/01/2012,5,1,SO45352,NULL,10-4030-015081,15081,NULL,10,14977,14977,1,330876Vi70139,2751,3578.27,286.2616,89.4568,NULL,35FDF985-3F5C-413D-A7B2-7265887B1D4D,09/01/2012
45353,8,02/01/2012,14/01/2012,09/01/2012,5,1,SO45353,NULL,10-4030-028630,28630,NULL,6,14248,14248,1,232569Vi33239,NULL,3578.27,286.2616,89.4568,NULL,478EDF87-E005-481A-A29E-A06B996EA893,09/01/2012
45354,8,02/01/2012,14/01/2012,09/01/2012,5,1,SO45354,NULL,10-4030-019432,19432,NULL,8,15995,15995,1,1032693Vi74075,NULL,699.0982,55.9279,17.4775,NULL,5D968B19-F9A6-4FCE-A921-CDA97D5F405D,09/01/2012
45355,8,02/01/2012,14/01/2012,09/01/2012,5,1,SO45355,NULL,10-4030-028778,28778,NULL,6,18118,18118,1,733610Vi23622,NULL,3578.27,286.2616,89.4568,NULL,B560165E-11F5-4399-AE4C-AF44CC4CAFFA,09/01/2012
45356,8,02/01/2012,14/01/2012,09/01/2012,5,1,SO45356,NULL,10-4030-019096,19096,NULL,9,28500,28500,1,1134285Vi73469,2746,3578.27,286.2616,89.4568,NULL,D6DAFB21-0157-4F02-AF48-4DCE42C66372,09/01/2012
45357,8,03/01/2012,15/01/2012,10/01/2012,5,1,SO45357,NULL,10-4030-028443,28443,NULL,7,11832,11832,1,131659Vi93558,NULL,3374.99,269.9992,84.3748,NULL,558E51A8-9C47-49D7-A6E9-39F7015BEC6E,10/01/2012
45358,8,03/01/2012,15/01/2012,10/01/2012,5,1,SO45358,NULL,10-4030-023172,23172,NULL,6,19780,19780,1,732578Vi81062,2759,3578.27,286.2616,89.4568,NULL,DCBBC8F8-2418-4F64-8842-16018D6F11EA,10/01/2012
45359,8,03/01/2012,15/01/2012,10/01/2012,5,1,SO45359,NULL,10-4030-011227,11227,NULL,4,20657,20657,1,932585Vi91119,NULL,3578.27,286.2616,89.4568,NULL,6CD2E573-51D8-4116-B791-F0A7DDEB22B8,10/01/2012
45360,8,03/01/2012,15/01/2012,10/01/2012,5,1,SO45360,NULL,10-4030-028036,28036,NULL,6,15453,15453,1,733528Vi74021,NULL,3578.27,286.2616,89.4568,NULL,45D95758-93DE-4E60-BDA1-F084FA27F533,10/01/2012
45361,8,03/01/2012,15/01/2012,10/01/2012,5,1,SO45361,NULL,10-4030-023057,23057,NULL,6,17518,17518,1,1033536Vi37981,2759,3578.27,286.2616,89.4568,NULL,19F6CB7D-8180-462F-9A6C-C733D87EDD6D,10/01/2012
45362,8,03/01/2012,15/01/2012,10/01/2012,5,1,SO45362,NULL,10-4030-019271,19271,NULL,9,25197,25197,1,434292Vi16897,2757,3578.27,286.2616,89.4568,NULL,DC0AA174-DC2D-4C02-8CAB-696FEB0A5025,10/01/2012
45363,8,03/01/2012,15/01/2012,10/01/2012,5,1,SO45363,NULL,10-4030-019565,19565,NULL,9,28767,28767,1,934302Vi91763,2757,3578.27,286.2616,89.4568,NULL,35E6A1D2-0377-464D-9B7F-A4047DB9BBE5,10/01/2012
45364,8,04/01/2012,16/01/2012,11/01/2012,5,1,SO45364,NULL,10-4030-014161,14161,NULL,8,14889,14889,1,430859Vi92703,NULL,3578.27,286.2616,89.4568,NULL,2D9EFA18-6C12-45A9-A990-144C28A1C0F8,11/01/2012
45365,8,04/01/2012,16/01/2012,11/01/2012,5,1,SO45365,NULL,10-4030-015078,15078,NULL,10,27775,27775,1,930874Vi13763,2773,3578.27,286.2616,89.4568,NULL,D3414AEE-2C51-423D-8EE5-FA22625C8903,11/01/2012
45366,8,04/01/2012,16/01/2012,11/01/2012,5,1,SO45366,NULL,10-4030-018011,18011,NULL,7,28396,28396,1,1232692Vi99036,NULL,699.0982,55.9279,17.4775,NULL,634C2A6C-0D6D-4410-85C1-2E9E0B66133C,11/01/2012
45367,8,04/01/2012,16/01/2012,11/01/2012,5,1,SO45367,NULL,10-4030-020561,20561,NULL,10,22413,22413,1,732694Vi53999,2773,699.0982,55.9279,17.4775,NULL,A731B678-9DFA-4B7D-A9B0-76E60A3779F4,11/01/2012
45368,8,04/01/2012,16/01/2012,11/01/2012,5,1,SO45368,NULL,10-4030-014732,14732,NULL,1,18254,18254,1,1133728Vi81625,NULL,699.0982,55.9279,17.4775,NULL,08A30CC0-B083-45A5-98D4-625E96B32765,11/01/2012
45369,8,04/01/2012,16/01/2012,11/01/2012,5,1,SO45369,NULL,10-4030-019269,19269,NULL,9,27658,27658,1,434290Vi51001,2768,3578.27,286.2616,89.4568,NULL,289D264C-21F8-47EB-9EB4-1968E12825CE,11/01/2012
