SalesOrderID,SalesOrderDetailID,CarrierTrackingNumber,OrderQty,ProductID,SpecialOfferID,UnitPrice,UnitPriceDiscount,LineTotal,rowguid,ModifiedDate
43666,75,D46A-40CA-8D,2,768,1,419.4589,0,838.9178,F919E665-34BA-4075-AA2E-E699D697454C,00:00.0
43666,76,D46A-40CA-8D,1,766,1,419.4589,0,419.4589,92A93F80-9F8A-4448-8038-CA1F50B6E8DD,00:00.0
43667,77,4DFB-4B10-A6,3,710,1,5.7,0,17.1,A3F2749D-522E-41B3-8C1F-FBDE9592D4E0,00:00.0
43667,78,4DFB-4B10-A6,1,773,1,2039.994,0,2039.994,359B0751-12C8-4875-82AA-C8250A1CF9A9,00:00.0
43667,79,4DFB-4B10-A6,1,778,1,2024.994,0,2024.994,14A291B7-6E23-4AFD-AEC3-4F29C007A766,00:00.0
43667,80,4DFB-4B10-A6,1,775,1,2024.994,0,2024.994,151DDEE1-4345-427B-B285-7B0040621DD8,00:00.0
43668,81,365D-4C9A-BE,3,756,1,874.794,0,2624.382,10A9A123-E763-4933-917B-0E48D3EC48E5,00:00.0
43668,82,365D-4C9A-BE,2,753,1,2146.962,0,4293.924,E5037FAC-FB6F-4408-9EDB-8A58875656D2,00:00.0
43668,83,365D-4C9A-BE,7,760,1,419.4589,0,2936.2123,9597C1CD-E8EE-4605-8080-32D4DBDA3F2C,00:00.0
43668,84,365D-4C9A-BE,6,765,1,419.4589,0,2516.7534,CC2E1B7E-A197-45B1-8B44-59BF44C42F5E,00:00.0
43668,85,365D-4C9A-BE,6,715,1,28.8404,0,173.0424,EC1A080E-1ECB-4009-A121-2F276F1140FF,00:00.0
43668,86,365D-4C9A-BE,6,730,1,183.9382,0,1103.6292,CC0D5135-F25E-4E2C-9214-E8920C3A546C,00:00.0
43668,87,365D-4C9A-BE,2,707,1,20.1865,0,40.373,C0517F7A-8994-470A-BF62-D7D653972F2A,00:00.0
43668,88,365D-4C9A-BE,2,711,1,20.1865,0,40.373,E58D966C-6D4B-4561-BC5B-E33E0EA0A163,00:00.0
43668,89,365D-4C9A-BE,2,754,1,874.794,0,1749.588,9BAD45EB-AFEB-43F9-A177-34244054541C,00:00.0
43668,90,365D-4C9A-BE,4,712,1,5.1865,0,20.746,B5A65D6E-F32D-4CD2-BE44-D3556C6A2414,00:00.0
43668,91,365D-4C9A-BE,2,729,1,183.9382,0,367.8764,45306430-002A-4DE2-BAD0-2C6C6CBEC132,00:00.0
43668,92,365D-4C9A-BE,3,755,1,874.794,0,2624.382,2DAA6E00-061F-4140-8670-9D69814AB376,00:00.0
43668,93,365D-4C9A-BE,3,761,1,419.4589,0,1258.3767,BA19A0FB-B083-4E8F-81B7-2659AE3D78C3,00:00.0
43668,94,365D-4C9A-BE,2,770,1,419.4589,0,838.9178,A28B50EF-E8FB-47CF-9760-A6294EE742D2,00:00.0
43668,95,365D-4C9A-BE,3,726,1,183.9382,0,551.8146,02F2D90D-7996-4720-9236-61281487C037,00:00.0
43668,96,365D-4C9A-BE,2,764,1,419.4589,0,838.9178,FFFB02E3-1B08-44A7-8DC4-1EE6B24253D4,00:00.0
43668,97,365D-4C9A-BE,2,766,1,419.4589,0,838.9178,B21F0EC7-4B3B-43EF-A6F9-DC2F4CA1B71A,00:00.0
43668,98,365D-4C9A-BE,2,725,1,183.9382,0,367.8764,0AAAD124-8C88-4B30-9533-65399B6390E2,00:00.0
43668,99,365D-4C9A-BE,1,716,1,28.8404,0,28.8404,7C20E15E-66C1-45FA-A10F-C495DDB52BF4,00:00.0
43668,100,365D-4C9A-BE,2,768,1,419.4589,0,838.9178,4F461FAF-5B23-41D9-893C-29217619D968,00:00.0
43668,101,365D-4C9A-BE,4,732,1,356.898,0,1427.592,2B30FA74-CD55-431B-85DC-5466E4462075,00:00.0
43668,102,365D-4C9A-BE,6,758,1,874.794,0,5248.764,1A0C02EC-9944-4D42-9F4A-E72D5EB74FDF,00:00.0
43668,103,365D-4C9A-BE,4,762,1,419.4589,0,1677.8356,EE1766A8-7F9C-4ECC-83A9-685A428BD0A4,00:00.0
43668,104,365D-4C9A-BE,3,738,1,178.5808,0,535.7424,0235B672-1323-482A-B435-D300C37FD7B8,00:00.0
43668,105,365D-4C9A-BE,4,714,1,28.8404,0,115.3616,F5F6F45D-091A-43C8-9513-F600354527A1,00:00.0
43668,106,365D-4C9A-BE,3,722,1,178.5808,0,535.7424,CA82FE43-5C94-4C25-8587-8E7FF1708FA5,00:00.0
43668,107,365D-4C9A-BE,1,708,1,20.1865,0,20.1865,BF5B072F-C7BD-4620-90C8-012A6EF5C55A,00:00.0
43668,108,365D-4C9A-BE,3,733,1,356.898,0,1070.694,FC48A9B5-C89F-4A53-A19A-5E74CC439C6A,00:00.0
43668,109,365D-4C9A-BE,3,763,1,419.4589,0,1258.3767,B5F560E3-0046-4C92-8432-463C146B81DB,00:00.0
43669,110,B65C-4867-86,1,747,1,714.7043,0,714.7043,3C261D27-41F1-4FF6-B6BC-07E6E32B4988,00:00.0
43670,111,F101-4649-85,1,710,1,5.7,0,5.7,9C7FC079-CBDC-4CE9-B1DD-2411FB25005E,00:00.0
43670,112,F101-4649-85,2,709,1,5.7,0,11.4,174A4AFD-391E-4C67-B99B-20BCFF9FA93D,00:00.0
43670,113,F101-4649-85,2,773,1,2039.994,0,4079.988,3907992F-1BB0-4BEF-A8D0-EB6E33A46528,00:00.0
43670,114,F101-4649-85,1,776,1,2024.994,0,2024.994,7E07B269-8004-418E-A426-A38B3526E467,00:00.0
43671,115,DFD9-41B7-94,1,753,1,2146.962,0,2146.962,A5364026-D1FB-4887-BED0-E233E2316510,00:00.0
43671,116,DFD9-41B7-94,2,714,1,28.8404,0,57.6808,B2D524C2-0C33-4C04-9836-93D23662D67B,00:00.0
43671,117,DFD9-41B7-94,1,756,1,874.794,0,874.794,676D1168-FA50-4002-B270-C004798CE5D1,00:00.0
43671,118,DFD9-41B7-94,2,768,1,419.4589,0,838.9178,A3451590-E39E-4295-B4E3-67AEC866B094,00:00.0
43671,119,DFD9-41B7-94,2,732,1,356.898,0,713.796,F7B65BE8-FA28-4ED0-A6A0-01B06564CFD6,00:00.0
43671,120,DFD9-41B7-94,2,763,1,419.4589,0,838.9178,179FEF04-B571-4367-AB1C-3ED7494F3F14,00:00.0
43671,121,DFD9-41B7-94,2,755,1,874.794,0,1749.588,FFD63000-E820-4E44-A0CD-1EA625968AFD,00:00.0
43671,122,DFD9-41B7-94,2,764,1,419.4589,0,838.9178,86542670-8958-4CB1-8030-C0C215F2229D,00:00.0
43671,123,DFD9-41B7-94,1,716,1,28.8404,0,28.8404,0F4FA390-33F3-4DA0-8843-EF161817EE08,00:00.0
43671,124,DFD9-41B7-94,1,711,1,20.1865,0,20.1865,5CC761A2-8346-40C9-8A4E-498696A55D8F,00:00.0
43671,125,DFD9-41B7-94,1,708,1,20.1865,0,20.1865,AE8EDE9E-CA24-40B3-8EBC-CF1AFD8625BD,00:00.0
43672,126,F4B5-48D0-BA,6,709,1,5.7,0,34.2,A05A6B28-3361-4F44-8E68-28A1CDBB002C,00:00.0
43672,127,F4B5-48D0-BA,2,776,1,2024.994,0,4049.988,4FCF9FC7-3B29-41D0-8BAC-E022BD06BA93,00:00.0
43672,128,F4B5-48D0-BA,1,774,1,2039.994,0,2039.994,CC644E9E-CF75-444A-9FFB-DDBF8C51FBE9,00:00.0
43673,129,260F-4DCF-A1,1,754,1,874.794,0,874.794,01BF67D4-7C0A-46CE-ABBA-BF7B5A1A2839,00:00.0
43673,130,260F-4DCF-A1,3,715,1,28.8404,0,86.5212,44FDF641-6A4C-48E2-87AE-07ED0A23E8BA,00:00.0
43673,131,260F-4DCF-A1,1,729,1,183.9382,0,183.9382,4BDA1E7F-6EDC-486A-8D4D-804BF7BF1A94,00:00.0
43673,132,260F-4DCF-A1,2,761,1,419.4589,0,838.9178,02F37962-1AD2-4C91-9D8D-77804492B1AB,00:00.0
43673,133,260F-4DCF-A1,1,762,1,419.4589,0,419.4589,01A7CF79-D5ED-4BEB-B64A-415732985A02,00:00.0
43673,134,260F-4DCF-A1,2,738,1,178.5808,0,357.1616,B8457B55-6D5B-4EBB-BC76-97B0DD1BB06E,00:00.0
43673,135,260F-4DCF-A1,2,770,1,419.4589,0,838.9178,A0C653CD-2225-48F7-B816-BFAF7E324754,00:00.0
43673,136,260F-4DCF-A1,1,712,1,5.1865,0,5.1865,9FC18F07-E341-40DF-A970-26752B606309,00:00.0
43673,137,260F-4DCF-A1,2,708,1,20.1865,0,40.373,BE1941FA-F4B9-4791-9FA0-3C48925ECEFD,00:00.0
43673,138,260F-4DCF-A1,1,711,1,20.1865,0,20.1865,D7C72328-8839-443F-8508-592598FDD16C,00:00.0
43673,139,260F-4DCF-A1,4,707,1,20.1865,0,80.746,AC5123F3-3719-4802-9A72-D9A90C721E60,00:00.0
43674,140,4C12-4FF9-80,3,758,1,874.794,0,2624.382,6C8CE125-F119-4EC1-BEB4-9691793F2601,00:00.0
43675,141,5069-4470-BE,4,761,1,419.4589,0,1677.8356,850E56A8-EF75-4486-AA0F-94585ECC6BEB,00:00.0
43675,142,5069-4470-BE,5,711,1,20.1865,0,100.9325,3F9005F6-3445-4886-8F71-59314FFBA07C,00:00.0
43675,143,5069-4470-BE,2,738,1,178.5808,0,357.1616,7BE016FC-8CF7-4C1E-B6FB-EC394CE3C7BD,00:00.0
43675,144,5069-4470-BE,1,708,1,20.1865,0,20.1865,CB747BFE-926F-4B38-8C41-513D06697B76,00:00.0
43675,145,5069-4470-BE,2,762,1,419.4589,0,838.9178,A57CED82-D45A-4111-8AB6-6E7E8434F422,00:00.0
43675,146,5069-4470-BE,2,758,1,874.794,0,1749.588,F7F26129-64F3-44D8-838B-C05CD2072625,00:00.0
43675,147,5069-4470-BE,2,712,1,5.1865,0,10.373,848D1513-DA43-403E-A44E-689243AE72E0,00:00.0
43675,148,5069-4470-BE,1,754,1,874.794,0,874.794,A674F133-2554-43A8-925D-551A1A077DA9,00:00.0
43675,149,5069-4470-BE,3,715,1,28.8404,0,86.5212,08ED740B-4F35-4666-BDF5-40F55A10F75B,00:00.0
43676,150,11BA-4D19-B7,2,776,1,2024.994,0,4049.988,95F26303-015E-4965-BA70-08755928F169,00:00.0
43676,151,11BA-4D19-B7,2,778,1,2024.994,0,4049.988,FC88B691-B298-4E79-8DB7-9237C3740899,00:00.0
43676,152,11BA-4D19-B7,1,710,1,5.7,0,5.7,FD6828E3-D826-4A94-AA38-D335F8477C21,00:00.0
43676,153,11BA-4D19-B7,3,775,1,2024.994,0,6074.982,C1CA1727-C82A-487C-B045-49A3C86B90AA,00:00.0
43676,154,11BA-4D19-B7,4,709,1,5.7,0,22.8,0B8AF7E6-0A3B-4647-AA80-943059F6323C,00:00.0
43677,155,8E3A-4564-99,3,715,1,28.8404,0,86.5212,95C0DA8C-02D3-43BC-B1D8-2F4ABA311F4E,00:00.0
43677,156,8E3A-4564-99,1,753,1,2146.962,0,2146.962,58401596-2F02-49AD-9396-0E3029A85916,00:00.0
43677,157,8E3A-4564-99,1,758,1,874.794,0,874.794,BA0904A3-12D4-4624-8DB1-175BEF162CDB,00:00.0
43677,158,8E3A-4564-99,1,770,1,419.4589,0,419.4589,EDB27438-6A31-4305-B518-025286423736,00:00.0
43677,159,8E3A-4564-99,2,708,1,20.1865,0,40.373,A415FA0D-0ED3-42FB-9748-634D849C225D,00:00.0
43677,160,8E3A-4564-99,4,760,1,419.4589,0,1677.8356,78E46982-36A1-40E9-9CC9-BDCFC70331CE,00:00.0
43677,161,8E3A-4564-99,2,765,1,419.4589,0,838.9178,1A09403C-906A-4983-BC06-2F7EA446B979,00:00.0
43677,162,8E3A-4564-99,1,763,1,419.4589,0,419.4589,8B1F1A3A-F984-4335-BD39-65E4D221109B,00:00.0
43677,163,8E3A-4564-99,5,712,1,5.1865,0,25.9325,B47395E9-3033-48D6-9915-F7E8831C81A5,00:00.0
43677,164,8E3A-4564-99,1,707,1,20.1865,0,20.1865,BBD4B811-9A75-4E74-A514-37B5D381A632,00:00.0
43677,165,8E3A-4564-99,1,754,1,874.794,0,874.794,26BA33D4-048C-482A-A88F-22F9416ABF28,00:00.0
43677,166,8E3A-4564-99,2,729,1,183.9382,0,367.8764,8A03105C-B8E7-42F6-BB0D-548D63448237,00:00.0
43678,167,FBD8-4CE4-8B,1,760,1,419.4589,0,419.4589,DF2C294E-A488-445A-9F6C-E7DAEC39FF2A,00:00.0
43678,168,FBD8-4CE4-8B,2,738,1,178.5808,0,357.1616,4BD4DAD2-921F-4948-9732-B052B0296AA6,00:00.0
43678,169,FBD8-4CE4-8B,1,765,1,419.4589,0,419.4589,FF26342B-D08E-4597-B38A-8BAD5E6FD8F4,00:00.0
43678,170,FBD8-4CE4-8B,2,732,1,356.898,0,713.796,3F3663AD-9896-4F7C-A894-66B88A814FB8,00:00.0
43678,171,FBD8-4CE4-8B,3,762,1,419.4589,0,1258.3767,EB3B01CF-3994-47F6-9CC6-1C1E5A108713,00:00.0
43678,172,FBD8-4CE4-8B,2,761,1,419.4589,0,838.9178,0CF44A8C-4FD3-42E5-8A33-5C0F277E6F3D,00:00.0
43678,173,FBD8-4CE4-8B,3,712,1,5.1865,0,15.5595,83D229DC-F929-4EDE-A995-18BC2EE28837,00:00.0
43678,174,FBD8-4CE4-8B,4,708,1,20.1865,0,80.746,82E7AEA7-B1D2-41FE-9D9F-C58317880C0B,00:00.0
43678,175,FBD8-4CE4-8B,2,729,1,183.9382,0,367.8764,271F7B7F-5CDE-4A2B-A08A-9A9D19FA9B2C,00:00.0
43678,176,FBD8-4CE4-8B,1,756,1,874.794,0,874.794,19E8E894-FCAD-4957-9105-B507986835EB,00:00.0
43678,177,FBD8-4CE4-8B,2,725,1,183.9382,0,367.8764,177FAA4C-3945-4C64-AD0F-7482F58B1334,00:00.0
43678,178,FBD8-4CE4-8B,1,716,1,28.8404,0,28.8404,5C5CBE97-AD6F-49AA-A13C-81E9D8BCED1D,00:00.0
43678,179,FBD8-4CE4-8B,1,770,1,419.4589,0,419.4589,5DE88B13-970C-4952-A220-430E1F3D698F,00:00.0
43678,180,FBD8-4CE4-8B,2,758,1,874.794,0,1749.588,FCFE9BD3-775E-4BE8-8819-376247A7AA81,00:00.0
43678,181,FBD8-4CE4-8B,2,715,1,28.8404,0,57.6808,AE21D8B7-DA24-4CFE-ABD8-0F958F55C21B,00:00.0
43678,182,FBD8-4CE4-8B,1,754,1,874.794,0,874.794,3305D8DB-86D4-4903-8F1A-9FCB0400EDBB,00:00.0
43678,183,FBD8-4CE4-8B,1,755,1,874.794,0,874.794,C317C204-0B62-473E-B22F-F6D4CAE92A5F,00:00.0
43678,184,FBD8-4CE4-8B,3,711,1,20.1865,0,60.5595,9D04AB4C-D575-433E-93AC-86710B01C1C6,00:00.0
43678,185,FBD8-4CE4-8B,1,707,1,20.1865,0,20.1865,BF77C9DC-B87B-4D59-9254-90F253565B94,00:00.0
43679,186,918F-49F3-AD,1,760,1,419.4589,0,419.4589,6E15E57E-BDFB-449B-B9C7-1098BA1847D2,00:00.0
43679,187,918F-49F3-AD,2,770,1,419.4589,0,838.9178,BA6CF32E-516E-4DD0-AF76-3BEB187E00E0,00:00.0
43679,188,918F-49F3-AD,2,715,1,28.8404,0,57.6808,E8CC5A8B-64EA-4960-89DA-B0311FCCF466,00:00.0
43680,189,FF1F-4DD0-98,3,760,1,419.4589,0,1258.3767,FF64F75F-6155-481F-90AE-E0A58951730A,00:00.0
43680,190,FF1F-4DD0-98,2,756,1,874.794,0,1749.588,588F4BD2-503E-4C5E-A238-A4FBC0EB5721,00:00.0
43680,191,FF1F-4DD0-98,2,738,1,178.5808,0,357.1616,52C07533-50A5-4990-8C60-DFEA1247E077,00:00.0
43680,192,FF1F-4DD0-98,4,707,1,20.1865,0,80.746,96203912-D86B-4C18-A998-AAB68CE5043A,00:00.0
43680,193,FF1F-4DD0-98,1,729,1,183.9382,0,183.9382,7D35E4CD-3E70-41C4-9424-2040650FBFA3,00:00.0
43680,194,FF1F-4DD0-98,1,711,1,20.1865,0,20.1865,755EF279-905D-4E8B-BB4C-D07DD94375AC,00:00.0
43680,195,FF1F-4DD0-98,2,715,1,28.8404,0,57.6808,53A1485E-F5ED-4F00-BDB5-D78DC1BE5979,00:00.0
43680,196,FF1F-4DD0-98,2,725,1,183.9382,0,367.8764,CB1EAC62-9AF1-48A2-99C8-793EC80655E7,00:00.0
43680,197,FF1F-4DD0-98,1,758,1,874.794,0,874.794,FCFEE92F-52FB-44B9-94CD-7521BB9B7602,00:00.0
43680,198,FF1F-4DD0-98,1,761,1,419.4589,0,419.4589,E02E4BF2-6F80-49A6-98E9-D7EF636BF41D,00:00.0
43680,199,FF1F-4DD0-98,2,753,1,2146.962,0,4293.924,92C650A7-CA27-4772-8D98-0118E041CDC8,00:00.0
43680,200,FF1F-4DD0-98,2,708,1,20.1865,0,40.373,52FE0899-B483-4785-9E6C-A53C30D44308,00:00.0
43680,201,FF1F-4DD0-98,3,765,1,419.4589,0,1258.3767,A26F7EDB-1DC8-4C90-9DEC-CC8525B03698,00:00.0
43680,202,FF1F-4DD0-98,3,712,1,5.1865,0,15.5595,8528BE39-BFF3-434E-881B-785401BC4A2E,00:00.0
43680,203,FF1F-4DD0-98,1,763,1,419.4589,0,419.4589,98629492-E799-4B02-9197-A67BB63213D7,00:00.0
43681,204,6D51-449D-B3,6,715,1,28.8404,0,173.0424,CE38C822-BC86-4B0F-9870-AA084354634E,00:00.0
43681,205,6D51-449D-B3,5,762,1,419.4589,0,2097.2945,F16DFE80-78E8-4398-9C84-E31915EE382C,00:00.0
43681,206,6D51-449D-B3,1,732,1,356.898,0,356.898,73DFB8C4-49D4-45F2-A630-D6C561818D8D,00:00.0
